index,종류별,상황별,재료별,방법별,제목,url,조회수,셰프,인분,조리시간,난이도,재료,인트로,조리순서,해시태그,재료양
17,국/탕,,,,소고기미역국 황금레시피 생일상 진한 국물 소고기미역국 끓이는 법,https://www.10000recipe.com/recipe/7079432,593,몽글쿡,4인분,90분 이내,아무나,"['소고기 국거리', '자른 미역불리기 전 기준', '쌀뜨물또는 생수', '들기름볶음용', '국간장', '멸치 액젓또는 참치액', '다진 마늘', '소금', '\u200b 국간장', '참기름']","생일상에 가장 먼저 떠오르는 음식이 있다면 역시 소고기 미역국이 아닐까 싶어요.
같은 재료로 끓여도 끓이는 방법에 따라 국물 맛은 생각보다 큰 차이가 나는데요.
오늘은 집에서도 식당처럼 국물이 뽀얗고 깊게 우러나는 소고기 미역국 끓이는 법을 소개해 드릴게요.
미역을 충분히 볶아주고 소고기를 먼저 밑간해 끓이면 오래 끓이지 않아도 훨씬 깊은 맛을 낼 수 있어요.
생일상은 물론 평소 든든한 한 끼 국물요리로도 정말 좋은 레시피이니 지금 바로 시작할게요.","['자른 미역 30g은 찬물에 약 20분 정도 충분히 불려주세요.\n불린 미역은 흐르는 물에 바락바락 여러 번 씻어 미끌거림과 불순물을 제거해 주세요.\n이후 체에 밭쳐 물기를 꼭 짜준 뒤 먹기 좋은 크기로 잘라 준비했어요.\n이 과정을 꼼꼼하게 해주면 국물이 훨씬 깔끔하게 완성됩니다.', '국거리용 소고기는 키친타월로 꾹꾹 눌러 핏물을 닦아주세요.\n핏물을 충분히 제거해야 국물이 탁해지지 않고 맑고 깊은 맛이 살아나요\n핏물을 제거한 고기에 국간장 0.5큰술과 참기름 0.5큰술을 넣고 조물조물 버무린 뒤 5~10분 정도 재워주세요.\n고기에 미리 간을 살짝 해두면 고기 속까지 맛이 배어 씹을 때 훨씬 풍미가 좋아져요.', '냄비에 들기름 1큰술을 두른 뒤 밑간한 소고기를 넣고 중불에서 볶아주세요.\n고기의 겉면만 익을 정도로 볶아주시면 돼요.', '고기 겉면이 익으면 불린 미역을 넣고 함께 볶아주세요.\n미역의 색이 선명한 초록빛으로 변할 때까지 약 3분 정도 충분히 볶아주는 것이 포인트예요.\n미역을 충분히 볶아야 국물이 따로 놀지 않고 깊고 진한 맛이 우러나며, 뽀얀 국물도 만들어져요.', '잘 볶아진 재료에 쌀뜨물 500mL를 먼저 부어주세요.\n센 불에서 팔팔 끓기 시작하면 그대로 5~7분 정도 강하게 끓여주세요.\n이 과정을 거치면 소고기와 미역의 맛이 빠르게 우러나면서 국물이 점점 뽀얗게 변하기 시작해요.\n쌀뜨물을 사용하면 국물 맛이 한층 더 고소하고 깊어져 더욱 맛있게 즐길 수 있어요.', '국물이 조금 졸아들면 남은 쌀뜨물 또는 생수 1.3~1.5L를 모두 부어주세요.\n다시 끓어오르면 위에 생기는 거품은 깔끔하게 걷어내주세요.', '이후 다진 마늘 0.5큰술, 국간장 1큰술, 멸치 액젓(또는 참치액) 1큰술을 넣어주세요.\n마늘을 처음부터 넣기보다 이 시점에 넣으면 마늘 향이 과하지 않고 국물에 은은하게 스며들어 훨씬 깔끔한 맛을 낼 수 있어요.\n불을 약불로 줄인 뒤 30분 이상 푹 끓여주세요.\n시간을 들여 천천히 끓일수록 소고기의 감칠맛과 미역의 깊은 풍미가 자연스럽게 어우러져 진한 국물이 완성돼요.', '마지막으로 국물 맛을 본 뒤 부족한 간은 소금을 조금씩 넣어가며 맞춰주세요.\n한 번에 많이 넣기보다는 조금씩 넣어 입맛에 맞게 조절하는 것이 실패 없는 비결이에요.', '생일상에 빠질 수 없는 소고기 미역국 끓이는 법을 소개해 드렸어요.\n특별한 재료를 넣지 않아도 미역을 충분히 볶고 소고기를 밑간한 뒤 천천히 끓여주기만 하면 국물의 깊이가 확실히 달라져요.\n한 번 만들어두면 다음 날은 더욱 진한 맛을 즐길 수 있어 더욱 만족스러운 레시피였어요.\n가족 생일상이나 따뜻한 집밥이 생각나는 날, 오늘 레시피로 맛있는 소고기 미역국 한 그릇 만들어보세요.']","['소고기미역국끓이는법', '소고기미역국황금레시피', '소고기미역국레시피', '소고기미역국', '미역국끓이는법', '미역국황금레시피', '생일미여국끓이는법', '진한소고기미역국레시피', '소고기미역국들기름참기름']","['300g', '불리기 전 기준', '또는 생수', '볶음용', '1큰술', '또는 참치액', '1/2큰술', '약간', '1/2큰술', '1/2큰술']"
18,국/탕,,,,"소불고기전골 레시피, 국물까지 맛있는 소고기 버섯전골",https://www.10000recipe.com/recipe/7083150,274,haru,4인분,30분 이내,아무나,"['소불고깃감', '양파', '느타리버섯', '팽이버섯', '새송이버섯', '대파', '당근', '청경채', '간장', '설탕', '맛술', '다진마늘', '생강즙', '후추', '참기름', '멸치육수', '국간장', '참치액']","집에 손님을 초대했을 때나 가족모임이 있을 때 준비하기 좋은
소불고기전골 레시피를 소개 드려요.​
미리 전골냄비에 푸짐하고 근사하게 담아 준비해 두었다가 손님이 오시면
식탁 위에서 보글보글 끓여 내면 되니 손님초대메뉴로 딱이랍니다.
​","['간장 4스푼 , 설탕 1스푼 , 맛술 2스푼 , 다진마늘 1스푼 , 생강즙 0.5스푼 , 후추 ,\n참기름 1스푼을 넣고 고루 섞어 소불고기양념을 만들어 주세요.', '불고깃감에 양념을 부은 뒤 골고루 버무려 20~30분 정도 재워 주세요.', '버섯은 밑동을 자르고 흐르는 물에 가볍게 헹군 뒤 물기를 털고 먹기 좋은 크기로 찢어 주세요.양파는 채 썰고 당근은 먹기 좋은 크기로 잘라 주세요.\n청경채는 밑동을 자른 뒤 반으로 가르고 대파는 반으로 가른 뒤 4~5cm 길이로\n잘라 주세요.\n도마\n,\n칼', '멸치육수 700ml에 간장 1스푼 , 참치액 1스푼을 넣어 간을 맞춰 주세요.', '전골냄비에 준비한 채소를 빙 둘러 담고 가운데 소불고기를 올려 주세요.\n냄비', '준비한 육수를 가장자리에 부은 뒤 중불에서 끓여 주세요.\n국물이 끓기 시작하면 소불고기를 풀어가며 고기와 채소가 익을 때까지 끓여 완성해 주세요.']","['소불고기', '버섯', '소불고기전골', '소고기버섯전골', '버섯전골', '소불고기전골육수', '소불고기전골재료']","['400g', '1/2개', '150g', '1/2봉지', '2개', '1대', '1/3개', '2~3포기', '4T', '1T', '2T', '1T', '1/2T', '약간', '1T', '700ml', '1T', '1T']"
19,국/탕,,,,얼갈이배추 된장국 레시피 따뜻한 집밥 메뉴 추천,https://www.10000recipe.com/recipe/7079665,445,haru,4인분,20분 이내,아무나,"['얼갈이배추', '대파', '물', '코인육수', '된장', '다진마늘', '고춧가루', '참치액']","정겨운 집밥메뉴추천으로 좋은 얼갈이배추 된장국 레시피를 소개합니다.
얼갈이를 한번 데친 뒤 양념에 무쳐 푹 끓이면 완성!
풋내 없이 구수한 국물과 부드럽게 익은 얼갈이를 함께 떠먹는 맛이 일품이에요.
밥 말아 먹기 좋은 따뜻한 집밥 메뉴로 딱이랍니다.
​","['얼갈이배추 300g은 밑동을 자른 뒤 4~5cm의 길이로 썰어 주세요.\n도마\n,\n칼', '배추의 줄기 사이에 끼어 있는 흙과 이물질이 제거되도록 흐르는 물에 살살 흔들며\n여러 번 헹궈 깨끗이 씻은 뒤 끓는 물에 배추를 넣고 약 3분간 데쳐 주세요.\n냄비', '데친 얼갈이배추는 바로 찬물에 헹궈 열기를 식힌 뒤 손으로 물기를 꾹 짜고\n된장 2스푼 , 다진마늘 1스푼 , 고춧가루 0.5스푼을 넣고 조물조물 무쳐 양념해 주세요.', '물 1.2L와 코인육수 2개를 넣고 끓이다 국물이 끓기 시작하면 거품을 걷어 주세요.\n참치액 1스푼을 넣은 뒤 뚜껑을 덮고 중불로 약 10분 끓여 주세요.\n배추가 부드럽게 익으면 소금으로 간을 맞춘 뒤 대파를 넣고 한소끔 끓여 얼갈이배추된장국을 완성합니다.']","['얼갈이', '된장국', '얼갈이된장국', '얼갈이배추', '얼갈이배추된장국', '얼갈이데치기']","['300g', '1/2대', '1.2L', '2개', '2T', '1T', '1/2T', '1T']"
20,국/탕,,,,칼칼한 오징어무국 맛있게 끓이는 법,https://www.10000recipe.com/recipe/7073618,"4,155",급식실박실장,2인분,15분 이내,아무나,"['손질오징어', '무', '대파', '물', '고춧가루', '국간장', '다진마늘', '코인육수멸치', '소금', '후추']",안녕하세요! 오늘도 반가운 박 실장입니다.,"['재료 손질\n손질 오징어는 흐르는 물에 가볍게 헹궈 물기를 빼고 한입 크기로 썰어줍니다.\n무는 나박하게 썰어 준비합니다. (박 실장개인취향 두께는 약 1cm입니다.)\n대파는 송송 썰어 준비해 주세요.', '무 먼저 끓이기\n냄비에 물 1.2L와 썰어둔 무를 먼저 넣고 센 불에서 끓입니다.\n물이 끓어오르면 중불로 줄여 무가 투명하게 익을 때까지 5분 정도 충분히 끓여줍니다.\n중불에서 은근하게 끓여야 무에서 시원한 맛이 충분히 우러나와 국물 맛이 깊어집니다.', '양념 및 오징어 넣기\n무가 투명하게 익으면 국간장 2큰술, 다진 마늘 1큰술, 코인 육수 1알을 넣습니다.\n이어서 준비한 오징어를 넣어줍니다.\n오징어는 오래 끓이면 질겨지므로 반드시 무가 다 익은 후반부에 넣는 것이 포인트입니다.', '거품 제거 및 간하기\n오징어를 넣으면 올라오는 불순물과 거품을 숟가락으로 깔끔하게 걷어내 줍니다.\n오징어가 익어 불투명해지면 고춧가루 1큰술을 넣어 칼칼한 색을 냅니다.\n부족한 간은 소금으로 맞추고 후추를 톡톡 뿌려 5분 정도 더 끓입니다.', '마무리 및 완성\n송송 썰어둔 대파를 넣고 한소끔 더 끓여 마무리합니다.']","['오징어무국', '오징어국', '맑은오징어무국', '해장국레시피', '국물요리', '무요리', '초간단국', '만개의레시피', '집밥레시피', '박실장레시피']","['300g', '1/3개', '1/2개', '1.2L', '1큰술', '2큰술', '1큰술', '멸치', '약간', '약간']"
21,국/탕,,,,우렁 된장국.,https://www.10000recipe.com/recipe/7082544,308,호수맘,4인분,30분 이내,아무나,"['우렁살', '물', '된장', '두부', '애호박', '양파', '대파', '표고버섯', '감자', '느타리버섯', '다진마늘', '구매']",오늘은 냉장고 쏙 재료로 간단하게 끓여 먹기 좋은 우렁 된장국을 만들어 봤습니다.,"['우렁살은 흐르는 물에 여러 번 깨끗이 씻어 준비해 주세요.\n모든 재료는 먹기 좋은 크기로 썰어 주세요.', '냄비에 된장 알육수 넣고 끓기 시작하면 감자 넣어주고 썰어 놓은 야채를 넣어 끓여주세요. 간을보시고 신거우면 된장조금더넣으세요', '채소가 어느 정도 익으면 우렁살과 다진 마늘. 두부 넣어 주세요. 마지막에 대파 넣고 2 ~3분 더 끓여 주시면 우렁된장국 완성입니다.']","['우렁된장국', '된장국', '우렁된장국레시피', '집반찬.', '간단하게끓이는', '된장찌개']","['150g', '5컵', '2T', '1/2모', '1/3개', '1/2개', '1/2대', '2개', '1개', '1줌', '1/2T', '2개']"
22,국/탕,,,,우삼겹콩나물국 레시피,https://www.10000recipe.com/recipe/7002422,"20,704",고구미,3인분,20분 이내,아무나,"['우삼겹', '콩나물', '대파', '고춧가루', '맛술', '국간장', '액젓', '다진마늘']",얼큰~하게 속풀고 싶을때 딱인 우삼겹콩나물국 레시피!!우삼겹대신 차돌박이 넣어도 쫀맛!! 해장국으로도 딱이에여,"['냄비에 식용유 2-3스푼 두르고 대파 약간, 고춧가루 2스푼넣고 볶아주기', '약불에서 타지않게 볶아줍니당~~', '우삼겹 250g (한 세주먹..?) 넣고 맛술도 1스푼 넣어주고\n고기익을때까지 볶아주기', '볶아볶아~~', '고기 다 익었다!!! 우삼겹이 다 익었으면', '육수 또는 물 800ml 넣어줍니당', '육수 없는 저는 육수코인을 또 투척ㅎㅎㅎ\n계속 끓여주세요~~~!!', '보글보글 끓으면 국간장 2스푼 넣어주고', '다진마늘도 1스푼 투척', '액젓도 1.5스푼 넣어줍니당 ✔️부족한 간은 소금이나 액젓으로 더해주세욤', '콩나물은 두 주먹정도 넣어주기 (더 넣으려다 냄비 넘칠까봐 참음ㅎㅎㅎ) 콩나물 익을때까지 끓여주다가', '후추 톡톡 뿌려서 마무리해주면 완성', '크으~얼큰~~한게 술도 안 마셨는데도 해장하기 너무 좋아버리는 맛!! 속이 자동으로 풀리는 맛이에요 버섯이나 당면 추가로 넣어줘도 너무 맛있을 거 같아요!']","['우삼겹콩나물국', '우삼겹콩나물해장국', '콩나물해장국', '해장국레시피', '콩나물국만들기', '우삼겹콩나물국레시피', '우삼겹콩나물국만들기', '해장레시피']","['250g', '200g', '약간', '2스푼', '1스푼', '2스푼', '1.5스푼', '1스푼']"
23,국/탕,,,,맵찔이도 먹을 수 있는 얼큰한 알탕,https://www.10000recipe.com/recipe/7080927,241,김콩레시피,2인분,30분 이내,초급,"['동태알', '무', '콩나물', '멸치', '쑥갓', '애호박', '고추장', '고춧가루', '국간장', '후추', '생강가루', '다진마늘']",맵지 않은 얼큰한 알탕입니다,"['알을 소금물에 씻고 미림 2T넣은 물에 잠시 담궈둡니다', '냄비에 국물용 멸치를 넣고 물을 끓이고, 끓어오르면 멸치는 건저내고 무를 넣고 끓입니다', '양념을 만들어줍니다 (양념재료 위에 써있음)', '무가 익으면 콩나물, 애호박, 알을 넣고 끓입니다.', '준비된 양념도 넣어줍니다', '쑥갓을 넣어주고 조금 더 끓이면 끝']",[],"['1팩', '1토막', '1/2봉지', '약간', '약간', '1/2개', '1/2T', '1/2T', '2T', '약간', '약간', '1T']"
24,국/탕,,,,담백한 새우연두부달걀탕,https://www.10000recipe.com/recipe/6847470,"326,169",yejib1112,2인분,15분 이내,아무나,"['연두부', '새우', '달걀', '송송 썬 쪽파', '다시마5cm x 5cm', '간장']",간단하지만 세상 시원한! 담백한 새우연두부달걀탕입니다:),"['우선 다시마물을 만들어요. 냄비에 물 붓고 다시마를 넣어 센 불에서 끓이다 끓어오르면 약불로 줄여 약 15분간 더 끓여주세요.', '15분 후, 다시마는 건져 내고', '수저로 듬성듬성 연두부를 퍼서 냄비에 넣어주세요.', '그리고 새우 넣고 간장 1-1.5T 넣어주세요.', '센 불에서 약 5분간 팔팔 끓여주세요. 떠오르는 거품은 걷어주세요~', '불을 약불로 줄이고 달걀물을 원을 그려가며 쪼로록 부어주세요. 달걀물이 바닥에 붙지 않도록 한번만 휘이 저어주세요.', '쪽파 올리고, 후추 톡톡하면 완성입니다. 간 보고 싱거우면 소금으로 간해주세요~']","['새우연두부달걀탕', '새우', '연두부', '달걀', '초간단', '국끓이기', '다이어트']","['1팩', '10-12마리', '1개', '1-2줌', '5cm x 5cm', '1-1.5T']"
25,찌개,,,,밥 비벼 먹기 좋은 참치 두부조림,https://www.10000recipe.com/recipe/7041518,"15,488",yaongkitchen,2인분,15분 이내,초급,"['두부', '양파', '대파', '참치', '간장', '설탕', '미림', '고추장', '고추가루', '참치액', '굴소스', '다진마늘', '후추', '물']","간단한 저녁메뉴를 고민하다가, 든든하고 간단히 먹을 수 있는 두부 조림. 참치를 넣으니 찐득하니, 밥에 쓱싹 비벼 먹으니 넘 맛있더라고요. ❣️ 해장으로도 좋을 것 같아요. ✨간단한 한 끼 메뉴로 추천추천입니다.","['물과 양념장을 넣어서 잘 섞어 주세요. (코인 육수도 넣어주시면 좋아요)\n볼\n,\n계량스푼', '양파(반개)를 채 썰어 준비해 주세요.\n도마\n,\n조리용나이프', '대파와 고추도 썰어서 준비해 주세요.', '팬에 양파를 깔아주세요.\n프라이팬', '그 위에 두부와 참치를 올려 주세요.', '미리 준비해 둔 양념장을 부어주세요.', '대파와 고추도 가득 올리고 국물이 자작해질때까지 졸여주세요.\n(중불로 5분 정도 익히다가 약불로 익히기)\n요리스푼']","['밥도둑', '간단요리', '한그릇요리', '초간단요리\n두부요리', '두부조림', '두부찜', '참치두부찜']","['1모', '1/2개', '1/2단', '1/2캔', '2T', '1/2T', '1T', '1T', '2T', '1T', '1/2T', '1T', '조금', '150L']"
26,찌개,,,,다른반찬이 필요없는 두부짜글이로 밥한공기 뚝딱!,https://www.10000recipe.com/recipe/6910367,"553,228",나지로그,3인분,30분 이내,아무나,"['두부', '양파', '청양고추', '대파', '고춧가루', '고추장', '간장', '설탕', '다진마늘']","제가 두부를 제일 좋아해서 두부요리는 다 맛있는것같아요ㅋㅋㅋ
오늘 선보일 두부짜글이도 역시나 맛있었네요!!","['먼저\xa0양파1/2개와\xa0청양고추2개를 먹기좋게 썰어주세요', '고춧가루1.5T,\xa0고추장1.5T,\xa0간장2T,\xa0설탕1T,\xa0다진마늘1/2T를 섞어서 양념장을 만들어주세요', '낮은 후라이팬에\xa0양파를 올리고\xa0두부를 삥 둘러서 올려주세요', '물은 두부가 자작하게 잠길정도만 넣어주시고\n양념장을 그 위에 올려주세요', '뚜껑을 닫고 약한불에 졸여주세요', '뚜껑을 잠시 열고\xa0대파와\xa0청양고추2개를 넣어서 다시 졸여주세요\n국물이 없어질정도로 졸여주세요']","['두부요리', '두부짜글이', '양파요리', '두부짜글이', '양념장']","['1모', '1/2개', '2개', '', '1.5T', '1.5T', '2T', '1T', '1/2T']"
27,찌개,,,,버섯찌개 - 숙주버섯찌개,https://www.10000recipe.com/recipe/6854147,"266,129",시크제이맘,4인분,60분 이내,초급,"['느타리버섯', '숙주나물', '식용유', '다진마늘', '고춧가루', '국간장', '멸치다시마육수', '소금', '후춧가루']",아삭한 숙주 쫄깃한 버섯이 가득 들어있는 숙주버섯찌개 얼큰하니 맛나요 ^^,"['느타리버섯이랑 숙주는 깨끗하게 손질해서 준비해 줍니다.\n숙주 손질법 레시피', '멸치왕창 넣고~~ 다시마도 한장 넣고 육수를 진하게 끓여 줍니다.', '냄비에 식용유2,다진마늘1,고춧가루3을 넣고약불에서 양념을 볶아 줍니다. 양념이 타지 않게 약불로 볶다~ 국간장3을 넣고 고추기름과 잘 섞이게 볶아주세요.', '이젠 버섯을 넣어 양념장에 고루 볶아주고~', '숙주도 넣어 볶아줍니다.', '고루 잘 볶아주기!', '멸치다시마육수를 6컵 부어줍니다.', '10분정도 끓이다 파를 넣고 5분 더 끓여 마무리 해주세요. 부족한 간은 소금으로~ 입맛에 따라 후추를 넣어 주셔도 됩니다.']","['버섯찌개', '숙주버섯찌개', '느타리버섯', '숙주나물']","['1팩', '2줌', '2', '1', '3', '3', '6', '', '']"
